inventar_nummer,bezeichnung,urheber,geo,datum,masse,material_technik,sammlung,creditline,provenienz,kurzbeschreibung,literatur,bildnachweis,credits,dateiname
2009.101,"Patolu, Doppel-Ikat Seidensari, fulvadi bhat",Standardkünstler,"Indien, Gujarat",um 1900,Textilfläche: 452 x 96 cm,Seide und Zari-Faden (Silberfaden) / Doppel-Ikat,Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Kunsthandel, Ahmedabad, Indien; Eberhard Fischer",,"Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.101.jpg
2009.124,"Patolu, Doppel-Ikat Seidensari, popat kunjar bhat",Standardkünstler,"Indien, Gujarat",um 1900,Textilfläche: 412 x 135 cm,Seide und Zari-Faden (Goldfaden) / Doppel-Ikat,Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Kunsthandel, Ahmedabad, Indien; Eberhard Fischer",,"Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.124.jpg
2009.152,"Patolu, Fragment eines Doppel-Ikat Seidensaris, vohra gaji bhat",Standardkünstler,"Indien, Gujarat",um 1900,Textilfläche: 239 x 105 cm,Seide / Doppel-Ikat,Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Eberhard Fischer; Kunsthandel, Ahmedabad, Indien",,"Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.152.jpg
2009.113,"Patolu, Fragmente eines Doppel-Ikat Tanzkostüms, fulvadi bhat",Standardkünstler,"Indien, Gujarat",um 1900,,"Seide, Baumwolle / Doppel-Ikat",Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Eberhard Fischer; Kunsthandel, Ahmedabad, Indien",,"Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.113.jpg
2009.182,"Patolu, Doppel-Ikat Bluse (choli)",Standardkünstler,"Indien, Gujarat",1. Hälfte 20. Jh.,,Seide / Doppel-Ikat,Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Eberhard Fischer; Kunsthandel, Ahmedabad, Indien",,"Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.182.jpg
2009.183,"Patolu, Doppel-Ikat Seidentuch (odhani)",Standardkünstler,"Indien, Gujarat",um 1900,Textilfläche: 255 x 88 cm,"Seide, Doppel-Ikat",Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Kunsthandel, Ahmedabad, Indien; Eberhard Fischer",,"Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.183.jpg
2009.80,"Patolu, Doppel-Ikat Seidensari, pan bhat",Standardkünstler,"Indien, Gujarat",um 1900,Textilfläche: 375 x 132 cm,Seide und Zari-Faden (Silberfaden) / Doppel-Ikat,Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Eberhard Fischer; Kunsthandel, Ahmedabad, Indien",,"Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.80.jpg
2009.151,"Patolu, Doppel-Ikat Seidentuch (Lungi), vohra gaji bhat",Standardkünstler,"Indien, Gujarat",um 1900,Textilfläche: 320 x 96 cm,Seide und Zari-Faden (Goldfaden) / Doppel-Ikat,Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Kunsthandel, Ahmedabad, Indien; Eberhard Fischer",,"Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.151.jpg
2009.107,"Patolu, Doppel-Ikat Seidensari, fulvadi bhat",Standardkünstler,"Indien, Gujarat, Saurashtra",um 1900,Textilfläche: 424 x 99 cm,"Seide, Baumwolle und Zari-Faden (Silberfaden) / Doppel-Ikat",Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Kunsthandel, Ahmedabad, Indien; Eberhard Fischer",,"Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.107.jpg
2009.173,"Patolu, Doppel-Ikat Seidensari / odhani, gala vali bhat",Standardkünstler,"Indien, Gujarat",um 1900,Textilfläche: 358 x 126 cm,Seide und Zari-Faden (Silberfaden) / Doppel-Ikat,Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Eberhard Fischer; Kunsthandel, Ahmedabad, Indien",,"Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.173.jpg
2009.73,"Patolu, Doppel-Ikat Seidensari, pan bhat",Standardkünstler,"Indien, Gujarat",um 1900,Textilfläche: 365 x 131 cm,Seide und Zari-Faden (Silberfaden) / Doppel-Ikat,Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Eberhard Fischer; Kunsthandel, Ahmedabad, Indien",,"Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.73.jpg
2009.157,"Patolu, Doppel-Ikat Seidensari, vohra gaji bhat",Standardkünstler,"Indien, Gujarat",1. Hälfte 20. Jh.,Textilfläche: 458 x 116 cm,Seide und Zari-Faden (Silberfaden) / Doppel-Ikat,Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Eberhard Fischer; Kunsthandel, Ahmedabad, Indien",,"Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.157.jpg
2009.88,"Patolu, Doppel-Ikat Seidensari, tran ful bhat",Standardkünstler,"Indien, Gujarat",um 1900,Textilfläche: 448 x 107 cm,Seide und Zari-Faden (Silberfaden) / Doppel-Ikat,Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Eberhard Fischer; Kunsthandel, Ahmedabad, Indien",,"Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.88.jpg
2009.125,"Patolu, Doppel-Ikat Seidensari, popat kunjar bhat",Standardkünstler,"Indien, Gujarat",um 1900,Textilfläche: 243 x 134 cm,Seide und Zari-Faden (Silberfaden) / Doppel-Ikat,Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Kunsthandel, Ahmedabad, Indien; Eberhard Fischer",,"Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.125.jpg
2009.159,"Patolu, Doppel-Ikat Seidensari, ratan chok bhat",Standardkünstler,"Indien, Gujarat",um 1900,Textilfläche: 356 x 125 cm,Seide und Zari-Faden (Silberfaden) / Doppel-Ikat,Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Eberhard Fischer; Kunsthandel, Ahmedabad, Indien",,"Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.159.jpg
2009.57,"Patolu, Doppel-Ikat Seidensari, pan bhat",Standardkünstler,"Indien, Gujarat",um 1900,Textilfläche: 350 x 133 cm,"Seide (Faden, Kette) (Bemerkung: Farben Kette: weiss, gelb, rot, blaugrün, violett
Faden ungezwirnt); Seide (Faden, Eintrag) (Bemerkung: Farben Eintrag: weiss, gelb, rot, blaugrün, violett
Faden ungezwirnt); gewoben, Doppel-Ikat (Bemerkung: Bindung: Leinwand
Dichte: 24 x 16 / cm2

Musterung:
Rapporte Kette: 15
Rapporte Eintrag: 18
Satzgrösse Kette: 6
Satzgrösse Eintrag: 6, 7 

Färbung/Musterungtechniken:
Reservemusterung im Garn 
Eintrag-Abschluss: Fransen und abgeschnitten
)",Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Kunsthandel, Ahmedabad, Indien; Eberhard Fischer","Musterung/Ornamente:
Gruppe 1; Motiv Typ 1 (siehe Referenzen > Literatur)
Das Hauptfeld zeigt ""pan bhat"" Design, Blatt-Muster (leaf pattern).","Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.57.jpg
2009.108,"Patolu, Doppel-Ikat Seidensari, fulvadi bhat",Standardkünstler,"Indien, Gujarat",um 1900,Textilfläche: 398 x 115 cm,"Seide, Baumwolle / Doppel-Ikat",Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Kunsthandel, Ahmedabad, Indien; Eberhard Fischer",,"Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.108.jpg
2009.53,"Patolu, Fragment eines Doppel-Ikat Seidensaris, pan bhat",Standardkünstler,"Indien, Gujarat",um 1900,Textilfläche: 325 x 165 cm,"Seide (Faden, Kette) (Bemerkung: Farben Kette: weiss, gelb, orange, rot, grün, violett
Faden ungezwirnt); Seide (Faden, Eintrag) (Bemerkung: Farben Eintrag: weiss, gelb, rot, türkis, schwarz
Faden ungezwirnt); gewoben, Doppel-Ikat (Bemerkung: Bindung: Leinwand
Dichte: 18 x 20 / cm2

Färbung/Musterungstechniken:
Reservemusterung im Garn
Eintrag-Abschluss: abgeschnitten

)",Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Eberhard Fischer; Kunsthandel, Ahmedabad, Indien","Musterung/Ornamente:
Gruppe 1; Motiv Typ 1 (siehe Referenzen > Literatur)
Das Hauptfeld zeigt ""pan bhat"" Design, Blatt-Muster (leaf pattern).
Bei diesem Patolu wurde statt der linken Längsbordüren ein 50 cm breites, 153 cm langes Stoffstück mit verkehrt angenähter Querbordüre angenäht, wahrscheinlich von demselben Stoff weiter unten, denn dort fehlt es und an der verbleibenden Länge wurde die Längsbordüre angenäht.
","Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.53.jpg
2009.166,"Patolu, Doppel-Ikat Seidensari",Standardkünstler,"Indien, Gujarat",um 1900,Textilfläche: 355 x 130 cm,Seide und Zari-Faden (Silberfaden) / Doppel-Ikat,Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Eberhard Fischer; Kunsthandel, Ahmedabad, Indien",,"Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.166.jpg
2009.90,"Patolu, Doppel-Ikat Seidensari, tran ful bhat",Standardkünstler,"Indien, Gujarat",um 1900,Textilfläche: 478 x 118 cm,Seide und Zari-Faden (Goldfaden) / Doppel-Ikat,Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Kunsthandel, Ahmedabad, Indien; Eberhard Fischer",,"Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.90.jpg
2009.81,"Patolu, Doppel-Ikat Seidensari, pan bhat",Standardkünstler,"Indien, Gujarat",um 1900,Textilfläche: 356 x 112 cm,Seide / Doppel-Ikat,Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Kunsthandel, Ahmedabad, Indien; Eberhard Fischer",,"Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.81.jpg
2009.126,"Patolu, Doppel-Ikat Seidensari, popat kunjar bhat",Standardkünstler,"Indien, Gujarat",um 1900,Textilfläche: 393 x 134 cm,Seide / Doppel-Ikat,Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Kunsthandel, Ahmedabad, Indien; Eberhard Fischer",,"Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.126.jpg
2009.165,"Patolu, Doppel-Ikat Seidensari, ratan chok bhat",Standardkünstler,"Indien, Gujarat",um 1900,Textilfläche: 384 x 125 cm,Seide / Doppel-Ikat,Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Kunsthandel, Ahmedabad, Indien; Eberhard Fischer",,"Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.165.jpg
2009.168,"Patolu, Doppel-Ikat Seidensari",Standardkünstler,"Indien, Gujarat",um 1900,Objektmass: 461 x 140 cm,Seide und Zari-Faden (Silberfaden) / Doppel-Ikat,Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Kunsthandel, Ahmedabad, Indien; Eberhard Fischer",,"Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.168.jpg
2009.103,"Patolu, Doppel-Ikat Seidensari, fulvadi bhat",Standardkünstler,"Indien, Gujarat",um 1900,Textilfläche: 458 x 102 cm,Seide und Zari-Faden (Silberfaden) / Doppel-Ikat,Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Kunsthandel, Ahmedabad, Indien; Eberhard Fischer",,"Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.103.jpg
2009.178,"Patolu, Doppel-Ikat Seidensari, gala vali bhat",Standardkünstler,"Indien, Gujarat",um 1900,Textilfläche: 488 x 105 cm,Seide / Doppel-Ikat,Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Kunsthandel, Ahmedabad, Indien; Eberhard Fischer",,"Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.178.jpg
2009.171,"Patolu, Doppel-Ikat Seidensari / odhani, gala vali bhat",Standardkünstler,"Indien, Gujarat",um 1900,Textilfläche: 350 x 126 cm,Seide und Zari-Faden (Silberfaden) / Doppel-Ikat,Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Eberhard Fischer; Kunsthandel, Ahmedabad, Indien",,"Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.171.jpg
2009.106,"Patolu, Fragment eines Doppel-Ikat Seidensaris, fulvadi bhat",Standardkünstler,"Indien, Gujarat",um 1900,Textilfläche: 167 x 78 cm,"Seide, Baumwolle ? / Doppel-Ikat",Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Eberhard Fischer; Kunsthandel, Ahmedabad, Indien",,"Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.106.jpg
2009.89,"Patolu, Doppel-Ikat Seiden ?, pan bhat",Standardkünstler,"Indien, Gujarat",um 1900,Textilfläche: 191 x 117 cm,Seide und Zari-Faden (Silberfaden) / Doppel-Ikat,Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Eberhard Fischer; Kunsthandel, Ahmedabad, Indien",,"Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.89.jpg
2009.141,"Patolu, Doppel-Ikat Seidensari, vohra gaji bhat",Standardkünstler,"Indien, Gujarat",um 1900,Textilfläche: 416 x 116 cm,Seide und Silberlamellen / Doppel-Ikat,Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Kunsthandel, Ahmedabad, Indien; Eberhard Fischer",,"Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.141.jpg
2009.162,"Patolu, Doppel-Ikat Seidensari, ratan chok bhat",Standardkünstler,"Indien, Gujarat",um 1900,Textilfläche: 360 x 128 cm,Seide und Zari-Faden (Silberfaden) / Doppel-Ikat,Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Eberhard Fischer; Kunsthandel, Ahmedabad, Indien",,"Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.162.jpg
2009.160,"Patolu, Fragment eines Doppel-Ikat Seidensari, ratan chok bhat",Standardkünstler,"Indien, Gujarat",um 1900,Textilfläche: 364 x 140 cm,Seide / Doppel-Ikat,Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Kunsthandel, Ahmedabad, Indien; Eberhard Fischer",,"Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.160.jpg
2009.156,"Patolu, Doppel-Ikat Seidensari, vohra gaji bhat",Standardkünstler,"Indien, Gujarat, Patan",1. Hälfte 20. Jh.,Textilfläche: 403 x 103 cm,Seide und Zari-Faden (Silberfaden) / Doppel-Ikat,Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Eberhard Fischer; Kunsthandel, Ahmedabad, Indien",,"Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.156.jpg
2009.117,"Patolu, Doppel-Ikat Seidensari, nari kunjar bhat",Standardkünstler,"Indien, Gujarat",um 1900,Textilfläche: 380 x 134 cm,Seide und Zari-Faden (Silberfaden) / Doppel-Ikat,Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Eberhard Fischer; Kunsthandel, Ahmedabad, Indien",,"Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.117.jpg
2009.62,"Patolu, Doppel-Ikat Seidensari, pan bhat",Standardkünstler,"Indien, Gujarat",um 1900,Textilfläche: 350 x 125 cm,Seide / Doppel-Ikat,Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Eberhard Fischer; Kunsthandel, Ahmedabad, Indien",,"Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.62.jpg
2009.154,"Patolu, Fragment eines Doppel-Ikat Seidensaris, vohra gaji bhat",Standardkünstler,"Indien, Gujarat",um 1900,Textilfläche: 352 x 82 cm,Seide / Doppel-Ikat,Sammlung Eberhard Fischer,Geschenk Eberhard und Barbara Fischer,"Kunsthandel, Ahmedabad, Indien; Eberhard Fischer",,"Kontext: Textilien: Die Sammlung Eberhard Fischer: Geschenk (Teil 1: 2009) an das Museum Rietberg Zürich, hrsg./übers.: Museum Rietberg Zürich; Autor/in: Fischer, Eberhard; Zürich, 2009",,,2009.154.jpg
